type,category,`weekdays,date,regularity,priority,parameters,subcategory,account,recurring_id,start,end,title,amount,tags
Expense,Gruns Salary,,2032-07-09T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-07-16T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-07-23T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-07-30T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-08-06T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-08-13T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-08-20T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-08-27T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-09-03T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-09-10T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-09-17T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-09-24T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-10-01T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-10-08T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-10-15T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-10-22T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-10-29T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-11-05T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-11-12T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-11-19T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-11-26T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-12-03T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-12-10T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-12-17T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-12-24T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2032-12-31T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-01-07T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-01-14T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-01-21T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-01-28T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-02-04T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-02-11T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-02-18T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-02-25T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-03-04T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-03-11T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-03-18T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-03-25T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-04-01T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-04-08T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-04-15T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-04-22T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-04-29T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-05-06T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-05-13T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-05-20T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-05-27T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-06-03T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-06-10T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-06-17T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-06-24T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-07-01T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-07-08T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-07-15T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-07-22T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-07-29T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-08-05T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-08-12T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-08-19T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-08-26T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-09-02T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-09-09T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-09-16T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-09-23T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-09-30T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-10-07T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-10-14T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-10-21T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-10-28T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-11-04T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-11-11T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-11-18T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-11-25T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-12-02T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-12-09T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-12-16T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-12-23T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2033-12-30T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-01-06T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-01-13T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-01-20T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-01-27T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-02-03T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-02-10T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-02-17T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-02-24T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-03-03T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-03-10T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-03-17T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-03-24T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-03-31T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-04-07T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-04-14T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-04-21T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-04-28T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-05-05T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-05-12T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-05-19T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-05-26T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-06-02T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-06-09T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-06-16T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-06-23T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-06-30T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-07-07T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-07-14T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-07-21T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-07-28T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-08-04T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-08-11T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-08-18T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-08-25T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-09-01T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-09-08T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-09-15T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-09-22T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-09-29T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-10-06T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-10-13T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-10-20T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-10-27T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-11-03T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-11-10T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-11-17T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-11-24T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-12-01T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-12-08T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-12-15T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-12-22T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2034-12-29T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-01-05T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-01-12T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-01-19T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-01-26T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-02-02T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-02-09T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-02-16T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-02-23T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-03-02T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-03-09T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-03-16T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-03-23T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-03-30T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-04-06T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-04-13T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-04-20T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-04-27T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-05-04T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-05-11T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-05-18T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-05-25T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-06-01T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-06-08T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-06-15T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-06-22T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-06-29T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-07-06T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-07-13T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-07-20T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-07-27T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-08-03T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-08-10T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-08-17T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-08-24T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-08-31T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-09-07T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-09-14T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-09-21T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-09-28T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-10-05T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-10-12T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-10-19T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-10-26T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-11-02T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-11-09T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-11-16T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-11-23T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-11-30T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-12-07T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-12-14T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-12-21T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2035-12-28T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-01-04T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-01-11T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-01-18T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-01-25T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-02-01T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-02-08T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-02-15T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-02-22T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-02-29T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-03-07T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-03-14T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-03-21T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-03-28T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-04-04T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-04-11T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-04-18T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-04-25T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-05-02T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-05-09T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-05-16T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-05-23T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-05-30T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-06-06T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-06-13T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-06-20T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-06-27T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-07-04T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-07-11T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-07-18T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-07-25T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-08-01T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-08-08T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-08-15T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-08-22T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-08-29T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-09-05T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-09-12T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-09-19T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-09-26T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-10-03T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-10-10T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-10-17T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-10-24T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-10-31T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-11-07T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-11-14T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-11-21T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-11-28T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-12-05T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-12-12T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-12-19T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2036-12-26T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-01-02T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-01-09T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-01-16T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-01-23T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-01-30T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-02-06T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-02-13T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-02-20T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-02-27T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-03-06T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-03-13T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-03-20T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-03-27T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-04-03T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-04-10T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-04-17T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-04-24T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-05-01T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-05-08T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-05-15T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-05-22T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-05-29T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-06-05T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
Expense,Gruns Salary,,2037-06-12T00:00:00.000Z,,,,,,,,,Gruns chols,5000.00,weekly
