account,date,`weekdays,end,category,regularity,recurring_id,tags,start,priority,amount,parameters,type,title,subcategory
,2042-01-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2042-02-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2042-03-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2042-04-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2042-05-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2042-06-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2042-07-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2042-08-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2042-09-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2042-10-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2042-11-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2042-12-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2043-01-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2043-02-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2043-03-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2043-04-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2043-05-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2043-06-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2043-07-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2043-08-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2043-09-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2043-10-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2043-11-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2043-12-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2044-01-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2044-02-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2044-03-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2044-04-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2044-05-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2044-06-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2044-07-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2044-08-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2044-09-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2044-10-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2044-11-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2044-12-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2045-01-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2045-02-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2045-03-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2045-04-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2045-05-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2045-06-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2045-07-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2045-08-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2045-09-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2045-10-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2045-11-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2045-12-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2046-01-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2046-02-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2046-03-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2046-04-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2046-05-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2046-06-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2046-07-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2046-08-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2046-09-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2046-10-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2046-11-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2046-12-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2047-01-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2047-02-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2047-03-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2047-04-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2047-05-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2047-06-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2047-07-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2047-08-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2047-09-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2047-10-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2047-11-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2047-12-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2048-01-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2048-02-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2048-03-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2048-04-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2048-05-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2048-06-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2048-07-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2048-08-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2048-09-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2048-10-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2048-11-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2048-12-05T00:00:00.000Z,,,Scale Up Salary,,,salary,,,150000.00,,Income,Tr Scale Up,
,2026-04-03T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2026-05-01T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2026-06-05T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2026-07-03T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2026-08-07T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2026-09-04T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2026-10-02T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2026-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2026-12-04T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2027-01-01T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2027-02-05T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2027-03-05T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2027-04-02T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2027-05-07T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2027-06-04T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2027-07-02T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2027-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2027-09-03T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2027-10-01T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2027-11-05T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2027-12-03T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2028-01-07T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2028-02-04T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2028-03-03T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2028-04-07T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2028-05-05T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2028-06-02T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2028-07-07T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2028-08-04T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2028-09-01T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2028-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2028-11-03T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2028-12-01T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2029-01-05T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2029-02-02T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2029-03-02T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2029-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2029-05-04T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2029-06-01T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2029-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2029-08-03T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2029-09-07T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2029-10-05T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2029-11-02T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2029-12-07T00:00:00.000Z,,,Household,,,"monthly, bills",,,5000.00,,Expense,Grocery Monthly,
,2026-04-06T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2026-05-04T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2026-06-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2026-07-06T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2026-08-03T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2026-09-07T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2026-10-05T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2026-11-02T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2026-12-07T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2027-01-04T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2027-02-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2027-03-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2027-04-05T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2027-05-03T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2027-06-07T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2027-07-05T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2027-08-02T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2027-09-06T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2027-10-04T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2027-11-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2027-12-06T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2028-01-03T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2028-02-07T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2028-03-06T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2028-04-03T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2028-05-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2028-06-05T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2028-07-03T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2028-08-07T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2028-09-04T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2028-10-02T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2028-11-06T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2028-12-04T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2029-01-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2029-02-05T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2029-03-05T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2029-04-02T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2029-05-07T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2029-06-04T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2029-07-02T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2029-08-06T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2029-09-03T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2029-10-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2029-11-05T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2029-12-03T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 1,
,2026-04-20T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2026-05-18T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2026-06-15T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2026-07-20T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2026-08-17T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2026-09-21T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2026-10-19T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2026-11-16T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2026-12-21T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2027-01-18T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2027-02-15T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2027-03-15T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2027-04-19T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2027-05-17T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2027-06-21T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2027-07-19T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2027-08-16T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2027-09-20T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2027-10-18T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2027-11-15T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2027-12-20T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2028-01-17T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2028-02-21T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2028-03-20T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2028-04-17T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2028-05-15T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2028-06-19T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2028-07-17T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2028-08-21T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2028-09-18T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2028-10-16T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2028-11-20T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2028-12-18T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2029-01-15T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2029-02-19T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2029-03-19T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2029-04-16T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2029-05-21T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2029-06-18T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2029-07-16T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2029-08-20T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2029-09-17T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2029-10-15T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2029-11-19T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2029-12-17T00:00:00.000Z,,,Health,,,"monthly, luxury",,,1000.00,,Expense,Spa Day 2,
,2026-04-04T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2026-05-02T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2026-06-06T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2026-07-04T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2026-08-01T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2026-09-05T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2026-10-03T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2026-11-07T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2026-12-05T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2027-01-02T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2027-02-06T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2027-03-06T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2027-04-03T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2027-05-01T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2027-06-05T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2027-07-03T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2027-08-07T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2027-09-04T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2027-10-02T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2027-11-06T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2027-12-04T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2028-01-01T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2028-02-05T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2028-03-04T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2028-04-01T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2028-05-06T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2028-06-03T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2028-07-01T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2028-08-05T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2028-09-02T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2028-10-07T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2028-11-04T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2028-12-02T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
,2029-01-06T00:00:00.000Z,,,Household,,,"monthly, luxury",,,1000.00,,Expense,Sleeping pills,
