amount,type,title,category,date,tags
1500.00,Expense,WiFi,Household,2029-01-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2029-02-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2029-03-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2029-04-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2029-05-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2029-06-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2029-07-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2029-08-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2029-09-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2029-10-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2029-11-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2029-12-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2030-01-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2030-02-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2030-03-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2030-04-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2030-05-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2030-06-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2030-07-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2030-08-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2030-09-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2030-10-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2030-11-06T00:00:00.000Z,"monthly, bills"
1500.00,Expense,WiFi,Household,2030-12-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2025-05-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2025-06-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2025-07-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2025-08-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2025-09-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2025-10-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2025-11-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2025-12-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2026-01-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2026-02-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2026-03-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2026-04-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2026-05-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2026-06-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2026-07-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2026-08-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2026-09-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2026-10-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2026-11-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2026-12-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2027-01-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2027-02-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2027-03-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2027-04-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2027-05-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2027-06-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2027-07-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2027-08-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2027-09-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2027-10-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2027-11-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2027-12-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2028-01-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2028-02-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2028-03-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2028-04-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2028-05-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2028-06-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2028-07-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2028-08-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2028-09-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2028-10-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2028-11-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2028-12-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2029-01-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2029-02-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2029-03-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2029-04-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2029-05-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2029-06-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2029-07-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2029-08-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2029-09-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2029-10-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2029-11-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2029-12-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2030-01-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2030-02-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2030-03-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2030-04-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2030-05-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2030-06-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2030-07-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2030-08-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2030-09-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2030-10-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2030-11-06T00:00:00.000Z,"monthly, bills"
7000.00,Expense,Electricity,Household,2030-12-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2025-05-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2025-06-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2025-07-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2025-08-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2025-09-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2025-10-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2025-11-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2025-12-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2026-01-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2026-02-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2026-03-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2026-04-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2026-05-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2026-06-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2026-07-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2026-08-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2026-09-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2026-10-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2026-11-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2026-12-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2027-01-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2027-02-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2027-03-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2027-04-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2027-05-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2027-06-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2027-07-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2027-08-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2027-09-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2027-10-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2027-11-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2027-12-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2028-01-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2028-02-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2028-03-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2028-04-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2028-05-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2028-06-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2028-07-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2028-08-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2028-09-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2028-10-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2028-11-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2028-12-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2029-01-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2029-02-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2029-03-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2029-04-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2029-05-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2029-06-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2029-07-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2029-08-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2029-09-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2029-10-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2029-11-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2029-12-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2030-01-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2030-02-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2030-03-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2030-04-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2030-05-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2030-06-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2030-07-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2030-08-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2030-09-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2030-10-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2030-11-06T00:00:00.000Z,"monthly, bills"
17000.00,Expense,Rent,Household,2030-12-06T00:00:00.000Z,"monthly, bills"
400.00,Expense,Laundry,Household,2025-04-20T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-04-27T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-05-04T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-05-11T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-05-18T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-05-25T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-06-01T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-06-08T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-06-15T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-06-22T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-06-29T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-07-06T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-07-13T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-07-20T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-07-27T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-08-03T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-08-10T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-08-17T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-08-24T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-08-31T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-09-07T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-09-14T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-09-21T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-09-28T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-10-05T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-10-12T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-10-19T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-10-26T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-11-02T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-11-09T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-11-16T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-11-23T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-11-30T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-12-07T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-12-14T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-12-21T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2025-12-28T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-01-04T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-01-11T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-01-18T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-01-25T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-02-01T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-02-08T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-02-15T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-02-22T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-03-01T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-03-08T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-03-15T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-03-22T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-03-29T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-04-05T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-04-12T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-04-19T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-04-26T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-05-03T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-05-10T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-05-17T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-05-24T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-05-31T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-06-07T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-06-14T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-06-21T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-06-28T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-07-05T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-07-12T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-07-19T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-07-26T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-08-02T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-08-09T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-08-16T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-08-23T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-08-30T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-09-06T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-09-13T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-09-20T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-09-27T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-10-04T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-10-11T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-10-18T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-10-25T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-11-01T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-11-08T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-11-15T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-11-22T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-11-29T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-12-06T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-12-13T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-12-20T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2026-12-27T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-01-03T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-01-10T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-01-17T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-01-24T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-01-31T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-02-07T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-02-14T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-02-21T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-02-28T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-03-07T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-03-14T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-03-21T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-03-28T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-04-04T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-04-11T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-04-18T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-04-25T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-05-02T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-05-09T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-05-16T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-05-23T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-05-30T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-06-06T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-06-13T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-06-20T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-06-27T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-07-04T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-07-11T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-07-18T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-07-25T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-08-01T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-08-08T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-08-15T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-08-22T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-08-29T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-09-05T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-09-12T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-09-19T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-09-26T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-10-03T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-10-10T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-10-17T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-10-24T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-10-31T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-11-07T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-11-14T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-11-21T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-11-28T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-12-05T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-12-12T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-12-19T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2027-12-26T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-01-02T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-01-09T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-01-16T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-01-23T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-01-30T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-02-06T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-02-13T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-02-20T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-02-27T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-03-05T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-03-12T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-03-19T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-03-26T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-04-02T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-04-09T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-04-16T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-04-23T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-04-30T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-05-07T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-05-14T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-05-21T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-05-28T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-06-04T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-06-11T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-06-18T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-06-25T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-07-02T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-07-09T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-07-16T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-07-23T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-07-30T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-08-06T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-08-13T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-08-20T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-08-27T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-09-03T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-09-10T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-09-17T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-09-24T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-10-01T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-10-08T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-10-15T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-10-22T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-10-29T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-11-05T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-11-12T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-11-19T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-11-26T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-12-03T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-12-10T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-12-17T00:00:00.000Z,weekly
400.00,Expense,Laundry,Household,2028-12-24T00:00:00.000Z,weekly
