"DATE","TYPE","FROM ACCOUNT","TO ACCOUNT/TO CATEGORY","AMOUNT","CURRENCY","AMOUNT 2","CURRENCY 2","TAGS","NOTES"
"16/04/2024","Expense","GCash","Gadgets (Computer)","180","PHP","180","PHP","","RCA Male to 3.5mm Female"
"16/04/2024","Expense","Wallet Cash","Gadgets (Computer)","101","PHP","101","PHP","","Cable Organizer"
"15/04/2024","Expense","Wallet Cash","Household  (Lost)","316","PHP","316","PHP","","Unaccounted for"
"15/04/2024","Expense","GCash","Household  (Electricity)","25","PHP","25","PHP","","Mini-share for Electricity for now"
"15/04/2024","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","1400","PHP","1400","PHP","","Withdraw"
"08/04/2024","Expense","Ate Tiara","Unsorted","750","PHP","750","PHP","",""
"08/04/2024","Expense","Wallet Cash","Household  (Lost)","134.75","PHP","134.75","PHP","","Unaccounted for"
"08/04/2024","Expense","GCash","Software (Subscriptions)","159","PHP","159","PHP","","YouTube Premium Monthly"
"07/04/2024","Expense","Wallet Cash","Food (Restaurant)","147","PHP","147","PHP","","Samgyup Share"
"07/04/2024","Expense","Wallet Cash","Food (Junk Food)","100","PHP","100","PHP","","2 Pasta 1 Pizza"
"06/04/2024","Expense","Expected Expense","Kren","4160","PHP","4160","PHP","","Pay Kren"
"06/04/2024","Expense","GCash","Household  (Internet)","101","PHP","101","PHP","","GCash Weekly Load"
"06/04/2024","Expense","Expected Expense","Kren","90","PHP","90","PHP","","Shampoo"
"06/04/2024","Expense","Wallet Cash","Household  (Lost)","165","PHP","165","PHP","","Unaccounted for"
"06/04/2024","Expense","Wallet Cash","Transport (Commute)","60","PHP","60","PHP","","Taxi from SM Baguio to The Cozy Cove"
"06/04/2024","Transfer","Expected Expense","Ate Tiara","750","PHP","750","PHP","","Ate Borrow"
"06/04/2024","Transfer","Kren","Expected Expense","5000","PHP","5000","PHP","","Withdraw"
"05/04/2024","Expense","Wallet Cash","Food (Restaurant)","57","PHP","57","PHP","","Takoyaki x5"
"05/04/2024","Expense","Wallet Cash","Food (Restaurant)","30","PHP","30","PHP","","Bottled Water "
"05/04/2024","Expense","Wallet Cash","Food (Restaurant)","140","PHP","140","PHP","","Kebab w Rice"
"05/04/2024","Transfer","Expected Expense","Wallet Cash","1000","PHP","1000","PHP","","Withdraw"
"05/04/2024","Expense","Wallet Cash","Kren","880","PHP","880","PHP","","Bus Cubao to Baguio"
"05/04/2024","Expense","Wallet Cash","Leisure (Travel)","880","PHP","880","PHP","","Bus Cubao to Baguio"
"05/04/2024","Expense","Wallet Cash","Transport (Commute)","160","PHP","160","PHP","","Taxi from Kren's to Home"
"05/04/2024","Expense","Wallet Cash","Transport (Commute)","62","PHP","62","PHP","","Taxi from Home to Genesis Cubao"
"04/04/2024","Income","GCash","Giveaways","2","PHP","2","PHP","","Lenno Pasobra"
"04/04/2024","Transfer","Wallet Cash","GCash","118","PHP","118","PHP","","Cash In"
"04/04/2024","Expense","Wallet Cash","Household  (Lost)","49.5","PHP","49.5","PHP","","Unaccounted for"
"04/04/2024","Expense","Wallet Cash","Health (Supplements)","140","PHP","140","PHP","","Bonamin x10"
"04/04/2024","Expense","Wallet Cash","Health (Hygiene)","40","PHP","40","PHP","","Soap"
"04/04/2024","Expense","Wallet Cash","Health (Hygiene)","66","PHP","66","PHP","","Toothpaste"
"04/04/2024","Expense","Wallet Cash","Health (Hygiene)","58","PHP","58","PHP","","Hairbrush"
"04/04/2024","Expense","Wallet Cash","Household  (Items)","142","PHP","142","PHP","","Indoor Slippers"
"04/04/2024","Expense","Wallet Cash","Health (Hygiene)","20","PHP","20","PHP","","Tita Remy's TicTac"
"04/04/2024","Expense","Wallet Cash","Health (Hygiene)","42","PHP","42","PHP","","Doublemint Tiny"
"04/04/2024","Expense","Wallet Cash","Food (Whole Foods)","160","PHP","160","PHP","","Eggs x12"
"04/04/2024","Expense","Wallet Cash","Food (Junk Food)","148","PHP","148","PHP","","Travel Chips"
"04/04/2024","Expense","Wallet Cash","Food (Junk Food)","120","PHP","120","PHP","","Kren's Chips"
"04/04/2024","Expense","Wallet Cash","Clothing (Laundry)","155","PHP","155","PHP","","Weekly Laundry"
"04/04/2024","Expense","Wallet Cash","Food (Junk Food)","42","PHP","42","PHP","","KitKat"
"04/04/2024","Expense","Wallet Cash","Food (Junk Food)","52","PHP","52","PHP","","Mars Single"
"04/04/2024","Expense","Wallet Cash","Health (Supplements)","499","PHP","499","PHP","","ZzzQuil 24"
"04/04/2024","Expense","GCash","Household  (Internet)","60","PHP","60","PHP","","Kren's Load"
"04/04/2024","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","3000","PHP","3000","PHP","","Withdraw"
"04/04/2024","Expense","EastWest HPL Game Design Corporation","Transport (Biking)","20000","PHP","20000","PHP","","Bike CC"
"04/04/2024","Expense","Wallet Cash","Pets (Food)","125","PHP","125","PHP","","Miho & Diego Temptations Treats"
"04/04/2024","Expense","Wallet Cash","Pets (Food)","100","PHP","100","PHP","","Lee Jerhigh Treats"
"04/04/2024","Expense","Wallet Cash","Pets (Food)","380","PHP","380","PHP","","Cat Food Aozi Dry"
"04/04/2024","Transfer","Expected Expense","Wallet Cash","1000","PHP","1000","PHP","","Withdraw "
"03/04/2024","Expense","Wallet Cash","Household  (Lost)","100","PHP","100","PHP","","Unaccounted for"
"03/04/2024","Expense","Wallet Cash","Pets (Food)","119","PHP","119","PHP","","Whiskas Cat Food"
"03/04/2024","Expense","Wallet Cash","Food (Junk Food)","56","PHP","56","PHP","","Dutch Mill Proyo"
"03/04/2024","Expense","Wallet Cash","Food (Junk Food)","109","PHP","109","PHP","","Red Bull"
"03/04/2024","Transfer","Expected Expense","Wallet Cash","80","PHP","80","PHP","","Withdraw"
"03/04/2024","Expense","Wallet Cash","Food (Restaurant)","200","PHP","200","PHP","","Lechon Manok"
"03/04/2024","Expense","Expected Expense","Gadgets (Computer)","3920","PHP","3920","PHP","","Height-adjustable Desk"
"03/04/2024","Expense","Wallet Cash","Food (Whole Foods)","50","PHP","50","PHP","","Eggs x5"
"03/04/2024","Expense","Wallet Cash","Food (Packaged Foods)","110","PHP","110","PHP","","CDO Luncheon Meat 350g"
"02/04/2024","Transfer","Expected Expense","Wallet Cash","1000","PHP","1000","PHP","","Withdraw "
"01/04/2024","Expense","GCash","Gifts (Charity)","101","PHP","101","PHP","","Mudra GCash Load"
"01/04/2024","Expense","Wallet Cash","Transport (Commute)","354","PHP","354","PHP","","Assorted Transpo"
"01/04/2024","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","400","PHP","400","PHP","","Withdraw "
"01/04/2024","Transfer","EastWest HPL Game Design Corporation","Expected Expense","5000","PHP","5000","PHP","","Withdraw "
"01/04/2024","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","299","PHP","299","PHP","","Withdraw "
"01/04/2024","Expense","EastWest HPL Game Design Corporation","Education (Materials)","79","PHP","79","PHP","","White Out"
"01/04/2024","Expense","EastWest HPL Game Design Corporation","Education (Materials)","169","PHP","169","PHP","","Spring Notebook"
"01/04/2024","Expense","EastWest HPL Game Design Corporation","Education (Materials)","81","PHP","81","PHP","","Pen"
"01/04/2024","Expense","Wallet Cash","Food (Junk Food)","39","PHP","39","PHP","","Kren's Chuckie"
"01/04/2024","Expense","Wallet Cash","Food (Packaged Foods)","15","PHP","15","PHP","","Mineral Water"
"01/04/2024","Expense","Wallet Cash","Transport (Commute)","150","PHP","150","PHP","","Taxi from Kren's to Home"
"01/04/2024","Expense","Wallet Cash","Transport (Commute)","30","PHP","30","PHP","","Bus from Kren's to Cherry"
"30/03/2024","Transfer","Expected Expense","Wallet Cash","400","PHP","400","PHP","","Withdraw "
"30/03/2024","Expense","Wallet Cash","Gifts (Charity)","500","PHP","500","PHP","","Travis' Clothes"
"30/03/2024","Transfer","Wallet Cash","GCash","500","PHP","500","PHP","","Transfer"
"30/03/2024","Expense","GCash","Household  (Internet)","101","PHP","101","PHP","","GCash Weekly Load"
"30/03/2024","Expense","GCash","Transport (Shipping)","200","PHP","200","PHP","","Cargo Box from Allen to Cubao"
"30/03/2024","Expense","Wallet Cash","Transport (Commute)","53","PHP","53","PHP","","Tricycle from Home to Looc"
"30/03/2024","Expense","Expected Expense","Leisure (Travel)","1600","PHP","1600","PHP","","Bus from Allen to Cubao"
"30/03/2024","Expense","Wallet Cash","Gifts (Charity)","30","PHP","30","PHP","","Travis Spare"
"30/03/2024","Transfer","Expected Expense","Wallet Cash","1000","PHP","1000","PHP","","Withdraw"
"30/03/2024","Expense","Wallet Cash","Household  (Items)","40","PHP","40","PHP","","Packing Tape"
"30/03/2024","Expense","Wallet Cash","Food (Junk Food)","80","PHP","80","PHP","","Eggs x10"
"30/03/2024","Expense","Wallet Cash","Food (Junk Food)","77","PHP","77","PHP","","Doublemint Mini Case x2"
"30/03/2024","Expense","Wallet Cash","Food (Junk Food)","330","PHP","330","PHP","","Mister Donut x8 Box"
"30/03/2024","Expense","Wallet Cash","Household ","25","PHP","25","PHP","","Drinking Straw Bunch"
"30/03/2024","Expense","Wallet Cash","Household ","92","PHP","92","PHP","","DIY Toothbrush + Travel Utensils"
"30/03/2024","Expense","Wallet Cash","Food (Junk Food)","202","PHP","202","PHP","","Travel Junk Food"
"29/03/2024","Income","Wallet Cash","Discovery","10","PHP","10","PHP","","Found"
"29/03/2024","Transfer","Wallet Cash","Expected Expense","5000","PHP","5000","PHP","","Keepaway"
"29/03/2024","Expense","Wallet Cash","Food","98","PHP","98","PHP","","Random Junk Food"
"28/03/2024","Expense","Wallet Cash","Transport (Gas)","100","PHP","100","PHP","","Motorcycle Gas"
"28/03/2024","Expense","EastWest HPL Game Design Corporation","Household  (Transaction Fees)","16","PHP","16","PHP","","Withdraw fee"
"28/03/2024","Transfer","EastWest HPL Game Design Corporation","Wallet Cash","5000","PHP","5000","PHP","","Withdraw"
"28/03/2024","Expense","Wallet Cash","Food (Restaurant)","505","PHP","505","PHP","","Chibog w Travis"
"26/03/2024","Income","GCash","Discovery","67","PHP","67","PHP","","GCash Offset"
"26/03/2024","Income","Wallet Cash","Discovery","1173","PHP","1173","PHP","","Cash Offset"
"26/03/2024","Income","EastWest HPL Game Design Corporation","DigiLance Salary","35459.46","PHP","35459.46","PHP","","DigiLance March Salary"
"06/03/2024","Expense","Wallet Cash","Health (Supplements)","154","PHP","154","PHP","","C-Lium Fibre Pineapple "
"06/03/2024","Expense","Wallet Cash","Health (Supplements)","499","PHP","499","PHP","","ZzzQuil Natura Sleep 24 Gummies"
"06/03/2024","Expense","Wallet Cash","Food (Junk Food)","78.25","PHP","78.25","PHP","","KitKat 6 Pack "
"06/03/2024","Expense","Wallet Cash","Transport (Commute)","13","PHP","13","PHP","","Jeep from Tandang Sora Jollibee to Sitio Bacood"
"06/03/2024","Expense","Wallet Cash","Transport (Commute)","13","PHP","13","PHP","","Jeep from Sitio Bacood to Tandang Sora Mercury"
"03/03/2024","Expense","GCash","Food (Junk Food)","60","PHP","60","PHP","","Kren's Takoyaki"
"03/03/2024","Expense","GCash","Food (Junk Food)","99","PHP","99","PHP","","Shawarma Rice B1T1"
"03/03/2024","Transfer","GCash","Wallet Cash","400","PHP","400","PHP","","Transfer"
"03/03/2024","Expense","GCash","Food (Junk Food)","94","PHP","94","PHP","","Minute Burger Chili Con"
"03/03/2024","Expense","Wallet Cash","Pets (Hygiene)","40","PHP","40","PHP","","My share Diego cat cage"
"03/03/2024","Expense","GCash","Pets (Hygiene)","25","PHP","25","PHP","","Lee Diaper"
"03/03/2024","Expense","GCash","Gadgets (Accessories)","59","PHP","59","PHP","","DIY Power Adapter "
"03/03/2024","Expense","GCash","Health","54","PHP","54","PHP","","DIY Toothbrush + 2 Boxes"
"03/03/2024","Transfer","GCash","Wallet Cash","500","PHP","500","PHP","","Transfer"
"03/03/2024","Expense","GCash","Pets (Food)","520","PHP","520","PHP","","3 Kids Assorted"
"03/03/2024","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"02/03/2024","Transfer","Mudra","GCash","1500","PHP","1500","PHP","","Mudra Pay"
"29/02/2024","Expense","Wallet Cash","Kren","350","PHP","350","PHP","","Borrow Washing Machine"
"29/02/2024","Expense","Wallet Cash","Transport (Biking)","50","PHP","50","PHP","","Bike Vulcanizing"
"28/02/2024","Expense","Wallet Cash","Food (Junk Food)","134","PHP","134","PHP","","7/11 Gatorade + KitKat"
"28/02/2024","Expense","Wallet Cash","Transport (Commute)","50","PHP","50","PHP","","Kren's Travel "
"28/02/2024","Expense","GCash","Pets (Health)","500","PHP","500","PHP","","Miho's Vet for Eye Scratch Treatment"
"28/02/2024","Expense","Expected Expense","Pets (Health)","1500","PHP","1500","PHP","","Miho's Vet for Eye Scratch Treatment"
"26/02/2024","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"25/02/2024","Expense","GCash","Household  (Transaction Fees)","10","PHP","10","PHP","","Kren's Bill Payment Transaction Fee "
"24/02/2024","Expense","Wallet Cash","Food (Junk Food)","50","PHP","50","PHP","","Jollibee Coke "
"24/02/2024","Expense","Wallet Cash","Household  (Lost)","100","PHP","100","PHP","","Unaccounted for"
"23/02/2024","Expense","Wallet Cash","Transport (Commute)","100","PHP","100","PHP","","Unaccounted for"
"22/02/2024","Transfer","Expected Expense","Wallet Cash","100","PHP","100","PHP","","Transfer"
"22/02/2024","Expense","GCash","Clothing (Accessories)","258","PHP","258","PHP","","Bench Towels x3"
"22/02/2024","Expense","GCash","Food","555","PHP","555","PHP","","Marugame"
"22/02/2024","Expense","GCash","Clothing (Luggage)","639.75","PHP","639.75","PHP","","Bench Bag"
"22/02/2024","Expense","GCash","Gifts (Material)","479","PHP","479","PHP","","Albert's Gift"
"22/02/2024","Expense","GCash","Kren","50","PHP","50","PHP","","Tita Rem Load"
"22/02/2024","Expense","Expected Expense","Transport (Biking)","400","PHP","400","PHP","","Bike Shades x2"
"22/02/2024","Expense","Expected Expense","Transport (Biking)","5040.8","PHP","5040.8","PHP","","Triban Bike Partial"
"22/02/2024","Expense","Expected Expense","Leisure (Travel)","3959.2","PHP","3959.2","PHP","","My Share of Kren's CC"
"20/02/2024","Transfer","Wallet Cash","Expected Expense","126","PHP","126","PHP","","Offset"
"20/02/2024","Expense","Wallet Cash","Transport (Motorcycle Taxi)","78","PHP","78","PHP","","Angkas from Flash Express Sauyo to Kren's"
"20/02/2024","Expense","Wallet Cash","Transport (Motorcycle Taxi)","100","PHP","100","PHP","","Angkas from Kren's to Flash Express Sauyo"
"20/02/2024","Expense","Expected Expense","Transport (Biking)","2126","PHP","2126","PHP","","Bike Assorted"
"20/02/2024","Expense","Wallet Cash","Food (Junk Food)","102","PHP","102","PHP","","Dunkin"
"19/02/2024","Expense","Wallet Cash","Health (Hygiene)","21","PHP","21","PHP","","Kren's Napkin"
"19/02/2024","Expense","Wallet Cash","Food (Junk Food)","61","PHP","61","PHP","","Kren 7/11 Pasalubong"
"19/02/2024","Transfer","Expected Expense","Wallet Cash","723.17","PHP","723.17","PHP","","Transfer"
"19/02/2024","Expense","Wallet Cash","Household  (Lost)","151.17","PHP","151.17","PHP","","Unaccounted for"
"19/02/2024","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"18/02/2024","Expense","Expected Expense","Transport (Biking)","814","PHP","814","PHP","","Bike Stuff"
"18/02/2024","Transfer","Expected Expense","Wallet Cash","3","PHP","3","PHP","","Transfer"
"18/02/2024","Transfer","Savings","Wallet Cash","20","PHP","20","PHP","","Transfer"
"17/02/2024","Expense","Expected Expense","Gifts (Material)","5000","PHP","5000","PHP","","Kren's Cash Gift"
"17/02/2024","Transfer","GCash","Mudra","1500","PHP","1500","PHP","","Mudra Borrow"
"16/02/2024","Expense","Expected Expense","Household  (Lost)","1262.83","PHP","1262.83","PHP","","Unaccounted for"
"16/02/2024","Expense","Expected Expense","Pets","1200","PHP","1200","PHP","","Pets Assorted"
"15/02/2024","Expense","Wallet Cash","Transport (Biking)","130","PHP","130","PHP","","Bike Lock"
"15/02/2024","Expense","GCash","Household  (Lost)","723","PHP","723","PHP","","Pay Ablrt"
"15/02/2024","Expense","GCash","Kren","1000","PHP","1000","PHP","","Kren Borrow"
"15/02/2024","Expense","GCash","Household  (Lost)","1000","PHP","1000","PHP","","Pay Mudra"
"14/02/2024","Expense","Wallet Cash","Health (Hygiene)","400","PHP","400","PHP","","Ear Pick with Camera "
"14/02/2024","Expense","Expected Expense","Household  (Lost)","1797","PHP","1797","PHP","","Reset"
"14/02/2024","Expense","Expected Expense","Household  (Lost)","4500","PHP","4500","PHP","","Pay Ate"
"14/02/2024","Transfer","Expected Expense","Wallet Cash","974","PHP","974","PHP","","Transfer"
"14/02/2024","Transfer","Expected Expense","GCash","7096","PHP","7096","PHP","","Reset"
"14/02/2024","Income","Expected Expense","DigiLance Salary","36370","PHP","36370","PHP","","January"
"14/02/2024","Income","Kren","Other","3530","PHP","3530","PHP","",""
"28/01/2024","Expense","GCash","Household  (Lost)","99","PHP","99","PHP","","Cash Offset"
"28/01/2024","Expense","Wallet Cash","Household  (Lost)","510","PHP","510","PHP","","Cash Offset"
"26/01/2024","Income","Wallet Cash","Music Income","330","PHP","330","PHP","","Ferry Contest Leftovers"
"26/01/2024","Expense","GCash","Household  (Lost)","378","PHP","378","PHP","","Unaccounted for"
"22/01/2024","Transfer","GCash","Wallet Cash","200","PHP","200","PHP","","Cash Out"
"22/01/2024","Transfer","Kren's CC","Wallet Cash","121","PHP","121","PHP","","Grab Mabolo Garden Flats to SM City"
"22/01/2024","Transfer","Kren's CC","Wallet Cash","123","PHP","123","PHP","","Grab Mabolo Garden Flats to SM City"
"22/01/2024","Expense","Wallet Cash","Transport (Commute)","121","PHP","121","PHP","","Grab Mabolo Garden Flats to SM City"
"22/01/2024","Expense","Wallet Cash","Transport (Commute)","123","PHP","123","PHP","","Grab Mabolo Garden Flats to SM City"
"21/01/2024","Expense","Wallet Cash","Leisure (Events)","2200","PHP","2200","PHP","","AirBnB Extend "
"21/01/2024","Transfer","Kren's CC","Wallet Cash","2200","PHP","2200","PHP","","AirBnB Extend"
"21/01/2024","Transfer","Kren","GCash","1000","PHP","1000","PHP","","Pops Cash In"
"21/01/2024","Expense","Wallet Cash","Household  (Lost)","65.25","PHP","65.25","PHP","","Unaccounted for"
"21/01/2024","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"21/01/2024","Expense","Wallet Cash","Food (Packaged Foods)","60","PHP","60","PHP","","Bottled Water x3"
"21/01/2024","Expense","Wallet Cash","Leisure (Events)","849.5","PHP","849.5","PHP","","Assorted Souvenir "
"21/01/2024","Expense","GCash","Leisure (Events)","200","PHP","200","PHP","","Assorted Souvenir "
"21/01/2024","Expense","Wallet Cash","Leisure (Events)","947","PHP","947","PHP","","Assorted Souvenir "
"21/01/2024","Transfer","Expected Expense","Wallet Cash","2000","PHP","2000","PHP","","Withdraw "
"21/01/2024","Expense","GCash","Leisure (Events)","600","PHP","600","PHP","","Henna Tattoo "
"21/01/2024","Expense","GCash","Leisure (Events)","600","PHP","600","PHP","","Henna Tattoo "
"21/01/2024","Expense","Wallet Cash","Transport (Commute)","600","PHP","600","PHP","","Habal SM Seasode to Mabolo Garden Flats "
"21/01/2024","Expense","GCash","Transport (Commute)","300","PHP","300","PHP","","Habal One Central to Mabolo Garden Flats "
"21/01/2024","Expense","GCash","Transport (Commute)","346","PHP","346","PHP","","Grab from Mabolo Garden Flats to SM Seaside "
"20/01/2024","Expense","Wallet Cash","Health (Hygiene)","399","PHP","399","PHP","","Kren's Watsons "
"20/01/2024","Expense","GCash","Food (Junk Food)","28","PHP","28","PHP","","Come Buy Assorted "
"20/01/2024","Expense","GCash","Food (Junk Food)","30","PHP","30","PHP","","Come Buy Assorted "
"20/01/2024","Expense","GCash","Food (Junk Food)","38","PHP","38","PHP","","Come Buy Assorted "
"20/01/2024","Expense","GCash","Food (Junk Food)","540","PHP","540","PHP","","Come Buy Assorted "
"20/01/2024","Expense","Wallet Cash","Food (Junk Food)","483","PHP","483","PHP","","Come Buy Assorted "
"20/01/2024","Transfer","Kren's CC","Wallet Cash","399","PHP","399","PHP","","Kren's Watsons "
"20/01/2024","Transfer","Kren's CC","Wallet Cash","899","PHP","899","PHP","","Hawaiian Shirt"
"20/01/2024","Expense","Wallet Cash","Clothing (Apparel)","899","PHP","899","PHP","","Hawaiian Shirt "
"20/01/2024","Expense","Wallet Cash","Food (Junk Food)","245","PHP","245","PHP","","KFC Shared"
"20/01/2024","Transfer","Kren's CC","Wallet Cash","245","PHP","245","PHP","","KFC Shared"
"20/01/2024","Expense","Wallet Cash","Household  (Electricity)","40","PHP","40","PHP","","Ferry Charge"
"20/01/2024","Transfer","Expected Expense","Wallet Cash","1000","PHP","1000","PHP","","Withdraw "
"20/01/2024","Transfer","Kren","GCash","1870","PHP","1870","PHP","","Tita Rem Cash In"
"20/01/2024","Expense","Wallet Cash","Food (Junk Food)","30","PHP","30","PHP","","Karinderia Shared"
"19/01/2024","Expense","Wallet Cash","Leisure (Travel)","300","PHP","300","PHP","","Van from Allen to Calbayog x2"
"19/01/2024","Expense","Wallet Cash","Food (Junk Food)","10","PHP","10","PHP","","Ferry Hot Water x2"
"19/01/2024","Expense","Wallet Cash","Transport","32","PHP","32","PHP","","Calbayog Terminal Fee"
"19/01/2024","Expense","Wallet Cash","Transport (Commute)","12","PHP","12","PHP","","Gate In Fee"
"19/01/2024","Expense","Wallet Cash","Transport (Commute)","40","PHP","40","PHP","","Tricycle from Kho to Calbayog Port "
"19/01/2024","Expense","GCash","Food (Junk Food)","97","PHP","97","PHP","","Happy Meal"
"19/01/2024","Expense","Wallet Cash","Household  (Items)","251","PHP","251","PHP","","DIY Assorted"
"19/01/2024","Expense","Wallet Cash","Food (Junk Food)","700","PHP","700","PHP","","Assorted Travel Food"
"18/01/2024","Income","Wallet Cash","Discovery","145","PHP","145","PHP","","Found"
"18/01/2024","Transfer","Expected Expense","Wallet Cash","1000","PHP","1000","PHP","","Withdraw"
"18/01/2024","Expense","GCash","Household  (Lost)","74","PHP","74","PHP","","Unaccounted for"
"18/01/2024","Expense","Wallet Cash","Household  (Lost)","1","PHP","1","PHP","","Unaccounted for"
"16/01/2024","Expense","Wallet Cash","Food (Junk Food)","210","PHP","210","PHP","","SariSari Assorted "
"15/01/2024","Transfer","Expected Expense","Wallet Cash","1000","PHP","1000","PHP","","Withdraw"
"15/01/2024","Expense","Wallet Cash","Food (Junk Food)","250","PHP","250","PHP","","Maria's Kitchen Burger x2"
"15/01/2024","Expense","Wallet Cash","Clothing (Laundry)","220","PHP","220","PHP","","Weekly Laundry"
"15/01/2024","Expense","Wallet Cash","Food (Junk Food)","60","PHP","60","PHP","","Bottled Soft Drinks x2"
"15/01/2024","Expense","Wallet Cash","Leisure (Events)","20","PHP","20","PHP","","Imaga Entrance Fee x2"
"14/01/2024","Expense","GCash","Gifts (Material)","1300","PHP","1300","PHP","","TJ's AOE4 Game with Chols"
"14/01/2024","Transfer","Kren","GCash","1300","PHP","1300","PHP","","TJ's AOE4 Game with Chols"
"14/01/2024","Expense","Wallet Cash","Kren","640","PHP","640","PHP","","DIY Assorted"
"14/01/2024","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"14/01/2024","Expense","Wallet Cash","Transport (Gas)","100","PHP","100","PHP","","Honda Red"
"14/01/2024","Transfer","Expected Expense","Wallet Cash","1000","PHP","1000","PHP","","Withdraw"
"14/01/2024","Expense","Wallet Cash","Household  (Items)","647","PHP","647","PHP","","DIY Assorted"
"14/01/2024","Transfer","Savings","Expected Expense","1000","PHP","1000","PHP","","Transfer"
"11/01/2024","Expense","Wallet Cash","Transport (Gas)","100","PHP","100","PHP","","Honda Red"
"10/01/2024","Income","Wallet Cash","Discovery","5","PHP","5","PHP","","Found"
"10/01/2024","Expense","Wallet Cash","Food (Junk Food)","45","PHP","45","PHP","","Kopiko Blanca Twin x3"
"10/01/2024","Transfer","Kren","Wallet Cash","7780","PHP","7780","PHP","","Write Off"
"10/01/2024","Expense","Wallet Cash","Household  (Lost)","7780","PHP","7780","PHP","","Write Off"
"10/01/2024","Expense","Wallet Cash","Household  (Lost)","30","PHP","30","PHP","","Freebie"
"10/01/2024","Expense","Wallet Cash","Household  (Lost)","163","PHP","163","PHP","","Freebie"
"10/01/2024","Transfer","Ate Tiara","Wallet Cash","163","PHP","163","PHP","","Freebie"
"10/01/2024","Income","GCash","Giveaways","50","PHP","50","PHP","","Kren Freebie"
"10/01/2024","Income","Wallet Cash","Giveaways","50","PHP","50","PHP","","Freebie"
"10/01/2024","Transfer","Wallet Cash","Traejan","50","PHP","50","PHP","","Freebie"
"10/01/2024","Transfer","Expected Expense","Savings","1000","PHP","1000","PHP","","Store"
"10/01/2024","Expense","Wallet Cash","Gifts (Material)","99","PHP","99","PHP","","Kren's Belt"
"10/01/2024","Expense","Wallet Cash","Gifts (Material)","135","PHP","135","PHP","","Kren's Cap"
"10/01/2024","Expense","Wallet Cash","Leisure (Literature)","164","PHP","164","PHP","","Clip Lamp"
"10/01/2024","Expense","Wallet Cash","Health (Apparatus)","73","PHP","73","PHP","","Complaint Bracelet"
"10/01/2024","Expense","Wallet Cash","Health (Apparatus)","29","PHP","29","PHP","","Eye Mask"
"10/01/2024","Transfer","Expected Expense","Wallet Cash","1000","PHP","1000","PHP","","Withdraw"
"09/01/2024","Expense","GCash","Kren","250","PHP","250","PHP","","ML"
"08/01/2024","Expense","GCash","Software (Subscriptions)","159","PHP","159","PHP","","YouTube Premium Monthly"
"08/01/2024","Expense","GCash","Leisure (Travel)","5846","PHP","5846","PHP","","AirBnB Cebu"
"08/01/2024","Expense","GCash","Leisure (Travel)","3840","PHP","3840","PHP","","Ferry Cebu to Calbayog"
"08/01/2024","Expense","GCash","Leisure (Travel)","3840","PHP","3840","PHP","","Ferry Calbayog to Cebu"
"08/01/2024","Expense","GCash","Leisure (Travel)","240","PHP","240","PHP","","12go Fee"
"08/01/2024","Expense","GCash","Household  (Transaction Fees)","140","PHP","140","PHP","","Cash In Fee"
"08/01/2024","Transfer","Expected Expense","GCash","15000","PHP","15000","PHP","","Cash In"
"07/01/2024","Expense","Wallet Cash","Food (Packaged Foods)","50","PHP","50","PHP","","Coffee"
"07/01/2024","Transfer","Traejan","Wallet Cash","50","PHP","50","PHP","","Coffee"
"07/01/2024","Expense","Wallet Cash","Food (Junk Food)","379","PHP","379","PHP","","Mercury Drug Random"
"07/01/2024","Expense","Wallet Cash","Household  (Items)","578","PHP","578","PHP","","Towels x2"
"07/01/2024","Expense","GCash","Household  (Internet)","99","PHP","99","PHP","","GCash Weekly Load"
"07/01/2024","Expense","GCash","Kren","7530","PHP","7530","PHP","","Pops Ticket"
"07/01/2024","Transfer","Expected Expense","GCash","8000","PHP","8000","PHP","","Cash In"
"06/01/2024","Expense","Expected Expense","Household  (Rent)","5000","PHP","5000","PHP","","January Rent"
"06/01/2024","Income","Expected Expense","DigiLance Salary","37175","PHP","37175","PHP","","December Salary"
"05/01/2024","Expense","Expected Expense","Household  (Lost)","600.05","PHP","600.05","PHP","","Forget"
"05/01/2024","Transfer","Kren","Expected Expense","600.05","PHP","600.05","PHP","","Forget"
"05/01/2024","Expense","Expected Expense","Household  (Lost)","1726.25","PHP","1726.25","PHP","","Reset"
"05/01/2024","Transfer","Expected Expense","Wallet Cash","448.75","PHP","448.75","PHP","","Reset"
"05/01/2024","Expense","GCash","Household  (Lost)","7326.19","PHP","7326.19","PHP","","Reset"
"12/12/2023","Expense","GCash","Clothing (Luggage)","2799","PHP","2799","PHP","","Hawk Gym Bag"
